x,Curve1
-9.799,1.25407
-4.916,1.18977
0.21,1.16931
5.213,1.10209
10.336,1.04363
15.217,0.95303
20.103,0.91503
25.227,0.86827
30.115,0.84781
35.24,0.81566
40.003,0.7309
45.126,0.68413
50.131,0.63737
